platform,post_type,post_time,publish_hour,post_day,region,category,title,title_length,description_length,tags,creator_followers,likes,dislikes,comments,shares,views,engagement_rate,sentiment_score,viral_label,video_length,date,time,views_s,likes_s,engagement_rate_s,video_length_s
LinkedIn,video,2023-03-18 02:00:00,2,Saturday,Brazil,Sports,Cricket World Cup Updates,3,178,#cricket #worldcup,7149483,3499,1525,167,754,325407,0.013582948,negative,1,476,2023-03-18,02:00:00,0.6489515091686859,0.686212982937831,2.5474903897939116e-06,0.7933333333333333
TikTok,live,2023-09-19 13:00:00,13,Saturday,UK,Music,Life Hacks,2,232,#fashion #ootd,827538,382,569,39,89,12988,0.039263993,negative,0,58,2023-09-19,13:00:00,0.025901662229401618,0.07491665032359286,2.3108946645178847e-05,0.09666666666666668
TikTok,image,2022-11-15 13:00:00,13,Friday,Japan,Technology,Movie Review,2,15,#funny #viral,3563333,1386,1103,39,42,91476,0.016036818,positive,0,0,2022-11-15,13:00:00,0.1824284304047384,0.27181800353010394,4.512174485063456e-06,0.0
TikTok,live,2024-09-15 07:00:00,7,Saturday,Brazil,Fashion,Streetwear Collection 2024,2,227,#outfitideas #trend,1409292,4557,1528,221,745,246078,0.022444012,positive,1,21,2024-09-15,07:00:00,0.49074755451853186,0.8937046479701902,9.64207629204852e-06,0.035
Instagram,image,2022-10-08 22:00:00,22,Monday,UK,Sports,Top Football Highlights,3,112,#sports #football,425845,2054,1792,42,900,90376,0.033150027,neutral,0,0,2022-10-08,22:00:00,0.18023472633541737,0.4028240831535595,1.8213817009452933e-05,0.0
YouTube,video,2022-06-29 13:00:00,13,Wednesday,Australia,News,Fitness Motivation,2,132,#sports #highlights,2663861,935,1152,434,745,92565,0.022837759,negative,0,496,2022-06-29,13:00:00,0.18460019743336625,0.18336928809570505,9.957328717181108e-06,0.8266666666666668
LinkedIn,video,2024-11-04 20:00:00,20,Tuesday,UK,Gaming,Top 10 PC Games 2024,2,181,#pcgames #gamerlife,3129646,2006,899,81,524,106318,0.024558169,negative,0,66,2024-11-04,20:00:00,0.2120274811291593,0.39341047264169443,1.1334770131902618e-05,0.11
Twitter,article,2023-10-12 11:00:00,11,Thursday,Germany,Travel,Backpacking Asia,2,128,#backpacking #travelgram,782922,1907,71,198,341,78187,0.031283573,negative,0,0,2023-10-12,11:00:00,0.1559264909709135,0.3739949009609727,1.671944587799437e-05,0.0
LinkedIn,poll,2023-06-10 18:00:00,18,Thursday,Brazil,Music,Travel Diary,2,112,#news #update,716938,1112,1201,89,173,103416,0.013286017,mixed,0,11,2023-06-10,18:00:00,0.20624009093900506,0.2180819768582075,2.3097534220276973e-06,0.018333333333333333
TikTok,image,2022-03-22 05:00:00,5,Sunday,Canada,Education,Daily Vlog,2,99,#sports #highlights,3302256,4689,1147,188,813,454833,0.012510059,mixed,1,0,2022-03-22,05:00:00,0.9070627299650005,0.9195920768778192,1.6884848376295165e-06,0.0
Instagram,story,2022-03-10 14:00:00,14,Thursday,India,Education,Breaking News,2,11,#sports #highlights,4758936,200,1539,440,698,13000,0.10291516,positive,0,5,2022-03-10,14:00:00,0.025925593546521485,0.03922337713277113,7.407107399921376e-05,0.008333333333333333
LinkedIn,reel,2024-06-22 04:00:00,4,Thursday,Australia,Gaming,Virtual Reality Adventures,2,156,#vr #gamingcommunity,166768,314,760,245,192,29516,0.025442965,mixed,0,65,2024-06-22,04:00:00,0.058863063009163705,0.06158070209845067,1.2043179554063578e-05,0.10833333333333334
Twitter,live,2022-04-15 01:00:00,1,Saturday,UK,Technology,Exploring New Trends,3,211,#tech #review,7572303,370,1462,66,96,20350,0.026141222,positive,0,34,2022-04-15,01:00:00,0.0405835252824394,0.0725632476956266,1.2602237051938616e-05,0.05666666666666667
YouTube,image,2023-11-24 10:00:00,10,Tuesday,Japan,News,Behind the Scenes,3,93,#tech #review,9294586,3580,805,438,723,340100,0.013939977,neutral,1,0,2023-11-24,10:00:00,0.6782534127055352,0.7020984506766033,2.8333446517760007e-06,0.0
TikTok,reel,2022-10-24 21:00:00,21,Monday,India,Gaming,Epic Gaming Moments,2,16,#pcgames #gamerlife,4095590,882,1590,145,452,28224,0.052400354,positive,0,56,2022-10-24,21:00:00,0.0562864578659248,0.17297509315552068,3.3626537033593525e-05,0.09333333333333334
Twitter,article,2023-07-22 15:00:00,15,Saturday,India,Education,Behind the Scenes,3,109,#news #update,4348700,2960,512,182,325,177600,0.019521286,positive,0,0,2023-07-22,15:00:00,0.3541834933740166,0.5805059815650128,7.302003962613478e-06,0.0
YouTube,reel,2024-01-14 15:00:00,15,Friday,Canada,News,Daily Vlog,2,202,#fashion #ootd,5639897,0,635,309,940,0,1249.0,positive,1,35,2024-01-14,15:00:00,0.0,0.0,1.0,0.058333333333333334
LinkedIn,story,2024-10-16 23:00:00,23,Thursday,Japan,Technology,Funny Moments,2,161,#tech #review,3098084,4869,1225,140,520,214236,0.025807867,negative,1,40,2024-10-16,23:00:00,0.42724580454096744,0.9548931162973132,1.233533731129279e-05,0.06666666666666667
Twitter,story,2023-05-06 21:00:00,21,Saturday,Japan,Gaming,Epic Gaming Moments,3,29,#pcgames #gamerlife,671621,1343,1827,197,850,106097,0.022526344,positive,0,44,2023-05-06,21:00:00,0.21158674603886846,0.26338497744655814,9.707995175661644e-06,0.07333333333333333
YouTube,carousel,2023-03-09 01:00:00,1,Thursday,Brazil,Music,Behind the Scenes,3,129,#music #trending,7707801,448,341,125,342,35840,0.025529422,mixed,0,28,2023-03-09,01:00:00,0.07147486713133308,0.08786036477740733,1.2112401107293664e-05,0.04666666666666667
YouTube,story,2022-03-30 00:00:00,0,Wednesday,Australia,Fashion,Streetwear Collection 2024,2,114,#casualstyle #fashionblog,1204560,585,164,164,710,45630,0.031973877,neutral,0,11,2022-03-30,00:00:00,0.09099883334829041,0.11472837811335555,1.7272135828847898e-05,0.018333333333333333
Instagram,carousel,2024-11-14 14:00:00,14,Monday,Australia,Fashion,Summer Outfit Trends,2,126,#streetwear #style,5542664,3012,1305,10,339,234936,0.014305963,mixed,1,21,2024-11-14,14:00:00,0.46852732657273627,0.5907040596195332,3.1263703105481933e-06,0.035
YouTube,poll,2024-04-04 06:00:00,6,Wednesday,Canada,Technology,Tech Review,2,118,#travel #explore,6109669,910,21,129,494,30940,0.04954591,negative,0,46,2024-04-04,06:00:00,0.061702912640721135,0.17846636595410864,3.134113449489441e-05,0.07666666666666667
YouTube,image,2024-05-15 13:00:00,13,Sunday,Brazil,Fashion,Best Evening Dresses,2,53,#casualstyle #fashionblog,7981150,3057,1995,127,509,183420,0.020134009,mixed,0,0,2024-05-15,13:00:00,0.3657901821771516,0.5995293194744067,7.79257890460545e-06,0.0
LinkedIn,live,2023-05-18 19:00:00,19,Wednesday,US,News,Daily Vlog,2,17,#travel #explore,5898021,156,1930,130,257,12324,0.044056795,neutral,0,57,2023-05-18,19:00:00,0.02457746268210237,0.03059423416356148,2.6946290050157946e-05,0.095
YouTube,poll,2024-08-13 03:00:00,3,Tuesday,Germany,Fashion,Summer Outfit Trends,2,241,#fashion #ootd,9611611,4667,1204,190,197,224016,0.022560788,positive,1,58,2024-08-13,03:00:00,0.4467498279936582,0.9152775053932143,9.735572667125111e-06,0.09666666666666668
LinkedIn,carousel,2024-11-06 18:00:00,18,Thursday,Japan,Gaming,Epic Gaming Moments,2,123,#vr #gamingcommunity,1679465,2946,54,203,344,126678,0.027573631,mixed,0,7,2024-11-06,18:00:00,0.25263094917586526,0.5777603451657187,1.3749091278210161e-05,0.011666666666666667
Twitter,live,2024-10-14 19:00:00,19,Wednesday,Japan,Music,Behind the Scenes,3,294,#travel #explore,6441263,182,671,177,198,5824,0.095622318,positive,0,51,2024-10-14,19:00:00,0.011614665908841625,0.03569327319082173,6.823208061867046e-05,0.085
YouTube,reel,2023-04-19 02:00:00,2,Monday,UK,Sports,Top Football Highlights,2,126,#sports #football,6406274,350,381,264,236,14350,0.059229322,mixed,0,26,2023-04-19,02:00:00,0.028617866722506408,0.06864090998234948,3.909413100422141e-05,0.043333333333333335
LinkedIn,reel,2023-11-18 17:00:00,17,Wednesday,US,Gaming,Top 10 PC Games 2024,2,282,#gaming #esports,7306350,302,400,238,228,21744,0.035318464,neutral,0,48,2023-11-18,17:00:00,0.043363546621197166,0.059227299470484406,1.9949969978230415e-05,0.08
YouTube,video,2024-07-11 21:00:00,21,Wednesday,Germany,Gaming,Beginner’s Guide to eSports,2,217,#gaming #esports,56851,4991,1246,466,735,239568,0.025846416,neutral,1,205,2024-07-11,21:00:00,0.47776481498100454,0.9788193763483035,1.2366201459429628e-05,0.3416666666666667
YouTube,story,2022-08-29 09:00:00,9,Wednesday,India,Education,Movie Review,2,104,#tech #review,3970710,4770,1055,435,951,152640,0.040329924,neutral,1,8,2022-08-29,09:00:00,0.3044063537646953,0.9354775446165915,2.3962381294265705e-05,0.013333333333333334
YouTube,poll,2023-03-18 12:00:00,12,Thursday,Australia,Travel,Backpacking Asia,3,247,#backpacking #travelgram,2164078,1293,1931,63,233,28446,0.055858263,positive,0,49,2023-03-18,12:00:00,0.05672918723264232,0.25357913316336533,3.639510212269335e-05,0.08166666666666667
YouTube,video,2022-01-08 05:00:00,5,Saturday,Japan,Fashion,Casual Style Hacks,2,85,#outfitideas #trend,6146696,1791,186,244,420,116415,0.021088167,mixed,0,186,2022-01-08,05:00:00,0.2321636902090999,0.3512453422239655,8.556522816456607e-06,0.31
Twitter,image,2024-05-31 16:00:00,16,Wednesday,US,Fashion,Casual Style Hacks,2,252,#outfitideas #trend,2459794,4167,1952,66,54,325026,0.013189673,mixed,1,0,2024-05-31,16:00:00,0.6481916898501302,0.8172190625612865,2.232615870130225e-06,0.0
Twitter,article,2023-12-10 03:00:00,3,Friday,Canada,Health,Mindfulness & Meditation,2,262,#fitness #lifestyle,2488749,3151,405,75,986,88228,0.047739405,mixed,0,0,2023-12-10,03:00:00,0.17595102057096135,0.6179643067268091,2.9894761361221927e-05,0.0
TikTok,image,2023-06-20 10:00:00,10,Thursday,Canada,Comedy,Cooking Tutorial,2,282,#funny #viral,9520713,2566,795,84,87,156526,0.017485801,positive,0,0,2023-06-20,10:00:00,0.3121561119586786,0.5032359286134536,5.672298637694175e-06,0.0
LinkedIn,article,2022-05-14 09:00:00,9,Thursday,Brazil,Fashion,Casual Style Hacks,2,76,#outfitideas #trend,7030816,941,337,300,255,39522,0.037851378,neutral,0,0,2022-05-14,09:00:00,0.07881779293427862,0.18454598940968817,2.1977940429185666e-05,0.0
YouTube,image,2022-02-05 23:00:00,23,Thursday,India,Travel,Exploring Paris in 3 Days,2,46,#backpacking #travelgram,8845602,4962,1917,482,45,104202,0.052676027,neutral,1,0,2022-02-05,23:00:00,0.2078075922103563,0.9731319866640518,3.384725384361004e-05,0.0
Twitter,article,2022-08-16 13:00:00,13,Saturday,UK,Travel,Top Beaches to Visit,3,32,#travel #explore,1028397,1109,802,266,421,48796,0.036805541,positive,0,0,2022-08-16,13:00:00,0.09731271251508172,0.21749362620121593,2.1140593984531134e-05,0.0
LinkedIn,article,2024-01-09 14:00:00,14,Monday,India,Comedy,Fitness Motivation,2,253,#tech #review,9170620,2790,1336,212,362,186930,0.017995945,neutral,1,0,2024-01-09,14:00:00,0.3727900924347124,0.5471661110021573,6.080743992622182e-06,0.0
Twitter,video,2022-02-25 08:00:00,8,Friday,Australia,Gaming,Top 10 PC Games 2024,2,174,#gamers #play,1667409,386,1629,328,870,30494,0.051942941,mixed,0,316,2022-02-25,08:00:00,0.06081346535443278,0.07570111786624828,3.3260310605107284e-05,0.5266666666666667
Facebook,story,2022-05-01 19:00:00,19,Tuesday,Australia,Health,Daily Fitness Routine,3,103,#health #wellness,1767359,4600,1072,301,729,174800,0.032208054,neutral,1,35,2022-05-01,19:00:00,0.3485995193793812,0.902137674053736,1.74596289834885e-05,0.058333333333333334
LinkedIn,article,2024-04-08 11:00:00,11,Thursday,India,Music,Funny Moments,2,13,#funny #viral,4011523,2782,1205,24,724,228124,0.015473973,positive,0,0,2024-04-08,11:00:00,0.454942315554359,0.5455971759168464,4.061534223109078e-06,0.0
TikTok,video,2023-06-27 05:00:00,5,Monday,Japan,Sports,Olympics Moments,2,249,#sports #football,7421966,3527,42,243,287,148134,0.027387181,mixed,1,243,2023-06-27,05:00:00,0.2954201441861857,0.6917042557364189,1.359981061152325e-05,0.405
Instagram,story,2024-09-27 11:00:00,11,Wednesday,Germany,News,Travel Diary,2,33,#funny #viral,3897711,2072,809,406,145,45584,0.057540858,negative,0,54,2024-09-27,11:00:00,0.09090709663266426,0.4063541870955089,3.774226706430805e-05,0.09000000000000001
Instagram,story,2024-04-13 16:00:00,16,Monday,US,Health,Daily Fitness Routine,2,11,#health #wellness,1068005,3173,1781,146,150,164996,0.021024625,negative,0,44,2024-04-13,16:00:00,0.3290476332924507,0.622278878211414,8.505648093353258e-06,0.07333333333333333
YouTube,video,2022-03-01 02:00:00,2,Sunday,UK,Education,Cooking Tutorial,2,255,#fitness #motivation,9403650,4959,782,61,426,252909,0.021533352,negative,1,596,2022-03-01,02:00:00,0.5043704567890156,0.9725436360070602,8.912958931227383e-06,0.9933333333333334
YouTube,carousel,2024-12-10 15:00:00,15,Sunday,Brazil,Health,Healthy Eating Habits,2,108,#fitness #lifestyle,6546724,2060,307,36,889,47380,0.062999937,negative,0,15,2024-12-10,15:00:00,0.09448881709493753,0.4040007844675427,4.2113063270349925e-05,0.025
YouTube,story,2024-07-14 01:00:00,1,Saturday,UK,Sports,Cricket World Cup Updates,3,45,#cricket #worldcup,6108231,729,394,181,442,53946,0.025061635,negative,0,13,2024-07-14,01:00:00,0.10758323611235754,0.14296920964895077,1.1737868764963446e-05,0.021666666666666667
TikTok,carousel,2022-10-17 08:00:00,8,Monday,Australia,Education,Top 10 Facts,3,41,#fashion #ootd,8066689,2846,1795,0,763,184990,0.019509057,positive,0,23,2022-10-17,08:00:00,0.36892119616700075,0.5581486565993332,7.292212848250837e-06,0.03833333333333334
LinkedIn,live,2024-01-13 17:00:00,17,Thursday,Brazil,Comedy,Exploring New Trends,3,73,#fashion #ootd,119784,4961,1086,487,230,372075,0.015260323,mixed,1,13,2024-01-13,17:00:00,0.7420204014478448,0.9729358697783879,3.890475953129683e-06,0.021666666666666667
LinkedIn,image,2024-03-11 20:00:00,20,Sunday,UK,Comedy,Top 10 Facts,3,134,#fitness #motivation,214706,1338,1990,129,99,42816,0.036574258,negative,0,0,2024-03-11,20:00:00,0.08538693948368184,0.26240439301823887,2.095541790282908e-05,0.0
Twitter,live,2022-09-26 03:00:00,3,Sunday,Germany,Music,Tech Review,2,75,#tech #review,9278850,2382,1607,135,23,95280,0.026657991,neutral,0,9,2022-09-26,03:00:00,0.19001465793173594,0.46715042165130416,1.3015986694433266e-05,0.015000000000000001
TikTok,carousel,2024-05-14 22:00:00,22,Sunday,Australia,Education,Cooking Tutorial,2,206,#travel #explore,4988386,146,1035,181,19,12994,0.026625625,neutral,0,11,2024-05-14,22:00:00,0.025913627887961553,0.028633065306922924,1.2990072947809568e-05,0.018333333333333333
Facebook,live,2023-11-28 12:00:00,12,Tuesday,India,Fashion,Best Evening Dresses,2,59,#streetwear #style,9188579,618,1028,338,317,53766,0.023676233,mixed,0,21,2023-11-28,12:00:00,0.10722426635555955,0.1212002353402628,1.0628650560676092e-05,0.035
TikTok,live,2024-09-09 04:00:00,4,Monday,Japan,Sports,Basketball Training Tips,2,194,#olympics #sports,157475,2488,1062,54,51,199040,0.013027467,mixed,0,15,2024-09-09,04:00:00,0.3969407799615105,0.48793881153167284,2.1027460936721033e-06,0.025
Facebook,video,2023-12-03 20:00:00,20,Sunday,US,Education,Movie Review,2,56,#fitness #motivation,7264594,4580,687,358,19,114500,0.043292198,negative,1,579,2023-12-03,20:00:00,0.2283446508520546,0.8982153363404589,2.6334117618370273e-05,0.9650000000000001
Twitter,live,2023-05-12 07:00:00,7,Tuesday,Brazil,Technology,Life Hacks,2,260,#travel #explore,6252262,448,112,140,350,14336,0.065425124,neutral,0,58,2023-05-12,07:00:00,0.02858994685253323,0.08786036477740733,4.405478240255923e-05,0.09666666666666668
LinkedIn,story,2023-11-30 14:00:00,14,Sunday,India,Sports,Cricket World Cup Updates,2,229,#basketball #training,2014541,3002,1157,121,489,249166,0.014496302,positive,1,35,2023-11-30,14:00:00,0.496905880124044,0.5887428907628947,3.2787646941176214e-06,0.058333333333333334
TikTok,carousel,2024-07-04 08:00:00,8,Sunday,Brazil,Technology,Daily Vlog,2,175,#fashion #ootd,673211,2254,1370,154,52,162288,0.015158144,positive,0,5,2024-07-04,08:00:00,0.3236471327290676,0.44204746028633063,3.808666624937666e-06,0.008333333333333333
YouTube,story,2023-01-02 23:00:00,23,Monday,Japan,Gaming,Top 10 PC Games 2024,2,174,#pcgames #gamerlife,9608670,4953,577,153,797,178308,0.033105452,neutral,1,18,2023-01-02,23:00:00,0.3555954410840887,0.971366934693077,1.817812816141019e-05,0.030000000000000002
Facebook,story,2022-05-26 00:00:00,0,Tuesday,Germany,Fashion,Streetwear Collection 2024,2,116,#casualstyle #fashionblog,687271,2453,1999,43,79,210958,0.012206163,neutral,0,37,2022-05-26,00:00:00,0.42070856641439075,0.4810747205334379,1.4451713622555018e-06,0.06166666666666667
Instagram,poll,2022-04-13 17:00:00,17,Monday,Australia,Comedy,Cooking Tutorial,2,256,#sports #highlights,311485,2353,753,169,13,223535,0.011340455,negative,0,5,2022-04-13,17:00:00,0.4457905810324369,0.46146303196705235,7.520446934639165e-07,0.008333333333333333
Twitter,video,2024-03-11 22:00:00,22,Friday,Japan,Fashion,Best Evening Dresses,2,216,#casualstyle #fashionblog,8012949,5051,1020,449,723,101020,0.061601053,negative,1,368,2024-03-11,22:00:00,0.20146180462073848,0.9905863894881349,4.099305074078355e-05,0.6133333333333334
LinkedIn,video,2022-03-19 11:00:00,11,Wednesday,Canada,Sports,Cricket World Cup Updates,2,156,#sports #football,1126707,3209,1015,160,163,83434,0.042332355,positive,1,495,2022-03-19,11:00:00,0.1663904593815749,0.6293390860953127,2.5565622027301557e-05,0.8250000000000001
LinkedIn,carousel,2022-10-13 20:00:00,20,Tuesday,UK,News,Funny Moments,2,163,#sports #highlights,9365306,3549,1956,154,738,85176,0.052138488,mixed,0,23,2022-10-13,20:00:00,0.16986448891680878,0.6960188272210237,3.3416874759189475e-05,0.03833333333333334
Instagram,article,2024-01-13 21:00:00,21,Wednesday,Australia,Technology,Movie Review,2,174,#fashion #ootd,8881798,1192,1092,54,221,65560,0.022376108,mixed,0,0,2024-01-13,21:00:00,0.1307447625315345,0.23377132771131595,9.587709145946575e-06,0.0
YouTube,video,2024-12-26 02:00:00,2,Wednesday,Australia,Sports,Top Football Highlights,2,53,#basketball #training,4713045,4282,1180,356,843,278330,0.019692381,positive,1,171,2024-12-26,02:00:00,0.555066957831025,0.83977250441263,7.438990691853471e-06,0.28500000000000003
Instagram,video,2024-04-04 20:00:00,20,Tuesday,Germany,Technology,Behind the Scenes,3,45,#news #update,5179472,3114,1131,76,959,246006,0.016865374,mixed,1,220,2024-04-04,20:00:00,0.4906039666158126,0.6107079819572465,5.175555509828479e-06,0.3666666666666667
LinkedIn,reel,2022-07-08 12:00:00,12,Tuesday,India,Technology,Cooking Tutorial,2,169,#fitness #motivation,539396,367,338,348,831,22754,0.067941112,negative,0,79,2022-07-08,12:00:00,0.04537776581211922,0.07197489703863502,4.6069201099347985e-05,0.13166666666666668
LinkedIn,video,2024-01-09 17:00:00,17,Thursday,India,Music,Breaking News,2,132,#sports #highlights,7307392,29,585,279,932,1653,0.749697703,positive,0,241,2024-01-09,17:00:00,0.0032965389332615396,0.005687389684251814,0.0005919156930418238,0.40166666666666667
LinkedIn,article,2023-09-05 02:00:00,2,Saturday,Australia,Health,Mindfulness & Meditation,2,44,#fitness #lifestyle,4627135,2077,1978,23,913,93465,0.032236321,mixed,0,0,2023-09-05,02:00:00,0.1863950462173562,0.4073347715238282,1.7482260877321908e-05,0.0
Twitter,article,2024-01-20 20:00:00,20,Saturday,India,Fashion,Best Evening Dresses,2,272,#outfitideas #trend,2188723,2304,892,35,292,200448,0.013125533,positive,0,0,2024-01-20,20:00:00,0.3997487211702414,0.45185330456952344,2.1812623600133124e-06,0.0
Instagram,live,2024-07-19 02:00:00,2,Friday,Japan,Gaming,Epic Gaming Moments,3,221,#pcgames #gamerlife,4993930,2221,993,48,327,197669,0.013132999,mixed,0,53,2024-07-19,02:00:00,0.3942066269805658,0.4355756030594234,2.1872399918582272e-06,0.08833333333333333
YouTube,image,2023-10-20 03:00:00,3,Saturday,Germany,News,Tech Review,2,192,#news #update,1235309,836,556,113,486,35112,0.040868055,neutral,0,0,2023-10-20,03:00:00,0.07002303389272788,0.16395371641498332,2.4393234361816752e-05,0.0
LinkedIn,reel,2023-08-17 16:00:00,16,Thursday,Germany,Education,Top 10 Facts,3,118,#music #trending,1820366,67,1296,58,482,3886,0.156161564,negative,1,81,2023-08-17,16:00:00,0.0077497581939832685,0.013139831339478329,0.00011670265720007467,0.135
Facebook,poll,2022-12-26 16:00:00,16,Tuesday,Germany,Sports,Cricket World Cup Updates,2,243,#olympics #sports,2211102,2139,667,513,407,68448,0.044690207,mixed,0,5,2022-12-26,16:00:00,0.1365042328517156,0.41949401843498724,2.745342958165427e-05,0.008333333333333333
Facebook,image,2022-12-22 06:00:00,6,Tuesday,Brazil,Music,Tech Review,2,101,#fashion #ootd,867647,3218,1689,115,257,260658,0.013772784,mixed,1,0,2022-12-22,06:00:00,0.519824104819169,0.6311041380662875,2.6994820478318634e-06,0.0
Instagram,carousel,2023-09-08 00:00:00,0,Thursday,Australia,News,Life Hacks,2,138,#fashion #ootd,6100748,4792,1819,344,955,134176,0.045395261,positive,1,29,2023-09-08,00:00:00,0.2675840338229282,0.9397921161011963,2.8017929078410884e-05,0.04833333333333334
LinkedIn,live,2023-06-29 15:00:00,15,Sunday,Germany,Sports,Cricket World Cup Updates,3,164,#olympics #sports,7573663,4925,1511,492,72,192075,0.02857723,positive,1,41,2023-06-29,15:00:00,0.38305064464985494,0.9658756618944891,1.4552619987281309e-05,0.06833333333333334
Facebook,carousel,2023-11-15 15:00:00,15,Sunday,Japan,Education,Funny Moments,2,141,#fashion #ootd,3043654,2982,279,205,348,193830,0.018237537,mixed,0,30,2023-11-15,15:00:00,0.3865505997786353,0.5848205530496176,6.274173946101529e-06,0.05
LinkedIn,article,2024-03-14 07:00:00,7,Monday,India,Fashion,Best Evening Dresses,2,113,#streetwear #style,1626542,4243,1224,76,99,173963,0.025396059,positive,1,0,2024-03-14,07:00:00,0.3469303100102705,0.8321239458717395,1.2005624397444555e-05,0.0
TikTok,image,2023-07-07 15:00:00,15,Tuesday,UK,Education,Fitness Motivation,2,20,#education #learning,211295,1444,641,40,22,116964,0.012875647,mixed,0,0,2023-07-07,15:00:00,0.23325854796733378,0.28319278289860755,1.98119183882412e-06,0.0
Facebook,live,2023-10-29 19:00:00,19,Saturday,UK,Health,10 Tips for a Healthier Life,2,72,#fitness #lifestyle,3307990,1010,1256,441,735,98980,0.022085047,positive,0,11,2023-10-29,19:00:00,0.19739348071036128,0.1980780545204942,9.354671977126203e-06,0.018333333333333333
Instagram,article,2024-04-13 07:00:00,7,Thursday,India,Health,10 Tips for a Healthier Life,2,228,#healthy #habits,5261462,716,727,167,304,60860,0.019503459,mixed,0,0,2024-04-13,07:00:00,0.12137166332625365,0.14041969013532066,7.287730825337921e-06,0.0
LinkedIn,carousel,2022-07-09 11:00:00,11,Friday,Canada,Health,Daily Fitness Routine,2,183,#health #wellness,8037162,163,1107,81,265,15811,0.032190741,mixed,0,22,2022-07-09,11:00:00,0.03153150458185009,0.03196705236320847,1.7445767378863402e-05,0.03666666666666667
Facebook,live,2022-10-31 17:00:00,17,Friday,US,Travel,Exploring Paris in 3 Days,3,118,#backpacking #travelgram,3573934,83,1341,89,394,5063,0.111769352,neutral,0,6,2022-10-31,17:00:00,0.01009702154815679,0.01627770151010002,8.116015785404829e-05,0.01
TikTok,story,2024-04-08 22:00:00,22,Wednesday,Australia,Music,Behind the Scenes,3,140,#education #learning,6041955,3653,1347,103,113,204568,0.018912934,negative,1,40,2024-04-08,22:00:00,0.40796514004806206,0.7164149833300647,6.814928649444721e-06,0.06666666666666667
Instagram,live,2022-10-31 21:00:00,21,Saturday,India,Music,Tech Review,2,204,#travel #explore,3211515,193,987,82,293,15826,0.035888039,negative,0,32,2022-10-31,21:00:00,0.031561418728249926,0.03785055893312414,2.0405998595705318e-05,0.05333333333333334
Facebook,article,2023-10-16 12:00:00,12,Tuesday,Canada,Travel,Top Beaches to Visit,2,64,#luxurytravel #vacation,94566,985,161,131,311,43340,0.032924944,mixed,0,0,2023-10-16,12:00:00,0.08643194033124932,0.19317513237889783,1.8033604940266074e-05,0.0
LinkedIn,image,2023-04-05 17:00:00,17,Monday,UK,News,Funny Moments,2,134,#sports #highlights,5289127,533,1251,82,63,12259,0.055301794,mixed,0,0,2023-04-05,17:00:00,0.02444783471436976,0.10453030005883507,3.5949566787157834e-05,0.0
Twitter,carousel,2023-03-01 23:00:00,23,Friday,US,Gaming,Virtual Reality Adventures,3,37,#gaming #esports,8545682,0,1619,63,468,0,531.0,neutral,0,7,2023-03-01,23:00:00,0.0,0.0,0.42513532485277045,0.011666666666666667
Facebook,poll,2024-07-08 11:00:00,11,Tuesday,Germany,Sports,Cricket World Cup Updates,2,207,#cricket #worldcup,5872466,3228,278,110,269,132348,0.0272537,positive,0,9,2024-07-08,11:00:00,0.26393849651500195,0.6330653069229261,1.3492939425306918e-05,0.015000000000000001
Facebook,live,2023-10-12 10:00:00,10,Tuesday,Japan,Music,Life Hacks,2,160,#travel #explore,414991,1223,1150,278,395,101509,0.018677963,mixed,0,10,2023-10-12,10:00:00,0.20243700579337304,0.23985095116689548,6.626799780943299e-06,0.016666666666666666
YouTube,image,2022-06-18 05:00:00,5,Friday,Brazil,Technology,Funny Moments,2,210,#fashion #ootd,370532,3962,1594,305,354,273378,0.016903273,positive,1,0,2022-06-18,05:00:00,0.5451913009662269,0.7770151010001961,5.205899237298402e-06,0.0
Facebook,story,2022-05-16 23:00:00,23,Tuesday,Germany,News,Cooking Tutorial,2,293,#fashion #ootd,3640056,513,1478,473,692,24111,0.069591904,neutral,0,55,2022-05-16,23:00:00,0.04808399892309073,0.10060796234555795,4.7390903058701256e-05,0.09166666666666667
LinkedIn,article,2024-08-19 21:00:00,21,Monday,UK,News,Top 10 Facts,3,239,#travel #explore,4339202,0,1749,54,455,0,509.0,mixed,0,0,2024-08-19,21:00:00,0.0,0.0,0.407521086895613,0.0
Instagram,live,2022-03-28 17:00:00,17,Sunday,Germany,Education,Top 10 Facts,3,92,#sports #highlights,1738088,5005,777,169,808,195195,0.03064612,mixed,1,21,2022-03-28,17:00:00,0.3892727871010201,0.9815650127475976,1.6209070931244195e-05,0.035
TikTok,live,2023-12-29 12:00:00,12,Sunday,Canada,News,Travel Diary,2,222,#travel #explore,4514083,4049,1909,332,348,396802,0.011917753,positive,1,41,2023-12-29,12:00:00,0.7913328746497552,0.7940772700529516,1.2142567091089656e-06,0.06833333333333334
LinkedIn,reel,2023-10-30 16:00:00,16,Tuesday,India,Gaming,Beginner’s Guide to eSports,2,18,#gamers #play,1002850,634,849,184,272,24726,0.044081369,positive,0,15,2023-10-30,16:00:00,0.04931047892548386,0.12433810551088448,2.6965965153956095e-05,0.025
TikTok,image,2024-08-11 19:00:00,19,Friday,Brazil,Comedy,Top 10 Facts,3,61,#fashion #ootd,6903553,2611,385,99,86,198436,0.014090114,negative,0,0,2024-08-11,19:00:00,0.3957362369998106,0.5120611884683272,2.9535514174202633e-06,0.0
