post_id,platform,post_type,post_time,publish_hour,post_day,region,category,title,title_length,description_length,tags,creator_followers,likes,dislikes,comments,shares,views,engagement_rate,sentiment_score,viral_label,video_length
14209,YouTube,reel,2022-03-24T20:00:00.000000000,20,Tuesday,Australia,Education,Behind the Scenes,3,208,#funny #viral,3034016,3762,1203,228,819,210672,0.022826845,positive,0,41
14210,LinkedIn,poll,2022-11-04T11:00:00.000000000,11,Friday,UK,Education,Travel Diary,2,116,#tech #review,1131923,764,1224,187,322,38200,0.033323735,positive,1,21
14211,LinkedIn,poll,2024-05-29T10:00:00.000000000,10,Wednesday,Germany,Gaming,Virtual Reality Adventures,2,238,#pcgames #gamerlife,2857173,2935,1707,197,368,120335,0.029085228,negative,1,29
14212,LinkedIn,poll,2024-09-08T18:00:00.000000000,18,Friday,Germany,Comedy,Behind the Scenes,3,178,#travel #explore,7157802,2156,904,488,621,163856,0.019925911,neutral,1,34
14213,Facebook,carousel,2022-06-09T13:00:00.000000000,13,Tuesday,Germany,Technology,Daily Vlog,2,55,#education #learning,8816570,4945,301,447,752,430215,0.014281198,neutral,1,8
14214,YouTube,carousel,2023-09-02T14:00:00.000000000,14,Sunday,Brazil,Comedy,Exploring New Trends,3,261,#tech #review,8172519,0,787,59,456,0,515.0,positive,0,7
14215,YouTube,image,2023-09-04T05:00:00.000000000,5,Monday,Brazil,Technology,Tech Review,2,57,#sports #highlights,6003533,2158,799,88,116,148902,0.015862676,mixed,0,0
14216,YouTube,live,2023-03-09T00:00:00.000000000,0,Monday,Australia,Gaming,Beginner’s Guide to eSports,2,59,#gamers #play,7206275,385,585,82,215,7700,0.088559927,mixed,0,28
14217,Instagram,article,2023-12-12T07:00:00.000000000,7,Friday,Japan,News,Travel Diary,2,32,#tech #review,4315198,0,1515,71,462,0,533.0,mixed,0,0
14218,YouTube,story,2023-03-13T12:00:00.000000000,12,Thursday,UK,Technology,Funny Moments,2,57,#fashion #ootd,8740471,4035,407,420,447,84735,0.057850264,mixed,1,14
14219,LinkedIn,live,2023-05-18T19:00:00.000000000,19,Wednesday,UK,Education,Daily Vlog,2,173,#sports #highlights,3369546,156,1930,130,257,12324,0.044056795,neutral,1,25
14220,Instagram,video,2022-05-14T14:00:00.000000000,14,Monday,Australia,Sports,Olympics Moments,2,128,#olympics #sports,6451740,2343,1129,144,25,222585,0.011285526,neutral,0,314
14221,YouTube,carousel,2024-03-23T13:00:00.000000000,13,Wednesday,UK,Education,Daily Vlog,2,165,#travel #explore,5158867,2200,456,130,709,125400,0.024234257,neutral,1,25
14222,LinkedIn,image,2022-04-21T12:00:00.000000000,12,Saturday,Germany,Fashion,Casual Style Hacks,2,286,#outfitideas #trend,9462268,4764,1108,196,798,285840,0.020144066,negative,1,0
14223,YouTube,image,2022-10-24T09:00:00.000000000,9,Thursday,Brazil,Music,Fitness Motivation,2,167,#music #trending,8917015,913,942,423,750,73040,0.028559302,negative,1,0
14224,Twitter,article,2023-09-10T14:00:00.000000000,14,Monday,US,Comedy,Fitness Motivation,2,294,#news #update,4248414,4925,1963,120,492,231475,0.023920406,positive,0,0
14225,TikTok,reel,2024-09-02T15:00:00.000000000,15,Saturday,India,Health,Mindfulness & Meditation,2,56,#health #wellness,3466326,4602,801,225,755,211692,0.026368373,positive,0,80
14226,Instagram,image,2023-11-10T12:00:00.000000000,12,Wednesday,US,News,Cooking Tutorial,2,194,#travel #explore,5373765,622,1254,488,658,46028,0.038410567,neutral,1,0
14227,Twitter,article,2024-06-01T02:00:00.000000000,2,Monday,Japan,Comedy,Fitness Motivation,2,225,#news #update,6528936,3195,1187,61,204,70290,0.04922394,mixed,0,0
14228,TikTok,video,2024-12-19T21:00:00.000000000,21,Sunday,Australia,Technology,Exploring New Trends,3,257,#tech #review,2569174,239,804,101,340,12428,0.054710757,mixed,1,295
14229,Facebook,live,2023-05-15T12:00:00.000000000,12,Saturday,UK,Gaming,Virtual Reality Adventures,2,94,#vr #gamingcommunity,8342193,138,288,145,132,7590,0.054670004,positive,1,38
14230,Instagram,image,2022-08-24T00:00:00.000000000,0,Monday,Japan,Sports,Basketball Training Tips,2,191,#sports #football,1319570,5068,197,482,68,440916,0.012741627,mixed,0,0
14231,YouTube,image,2022-04-07T02:00:00.000000000,2,Thursday,US,Travel,Backpacking Asia,2,87,#travel #explore,7236853,3041,1998,12,337,301059,0.011260214,positive,1,0
14232,Instagram,article,2023-08-16T17:00:00.000000000,17,Tuesday,India,News,Top 10 Facts,3,268,#news #update,529691,1168,1283,68,268,95776,0.015703144,neutral,1,0
14233,LinkedIn,poll,2024-10-07T21:00:00.000000000,21,Thursday,India,Fashion,Summer Outfit Trends,2,40,#casualstyle #fashionblog,7220618,1287,627,37,195,126126,0.012043417,negative,1,45
14234,Facebook,poll,2023-10-30T01:00:00.000000000,1,Thursday,UK,Fashion,Casual Style Hacks,2,156,#streetwear #style,9097549,122,1901,74,398,9760,0.060854421,mixed,1,59
14235,YouTube,image,2023-03-09T20:00:00.000000000,20,Tuesday,US,Travel,Top Beaches to Visit,3,81,#luxurytravel #vacation,5659735,4768,1994,144,498,371904,0.014546726,neutral,1,0
14236,YouTube,video,2022-07-15T15:00:00.000000000,15,Thursday,UK,Gaming,Virtual Reality Adventures,2,222,#pcgames #gamerlife,9101325,2237,1528,367,427,194619,0.015573939,neutral,1,509
14237,YouTube,image,2022-02-09T16:00:00.000000000,16,Tuesday,Canada,Gaming,Virtual Reality Adventures,2,156,#gamers #play,2940804,3669,17,107,111,139422,0.027879188,mixed,1,0
14238,LinkedIn,reel,2022-06-24T20:00:00.000000000,20,Saturday,India,Fashion,Summer Outfit Trends,2,176,#casualstyle #fashionblog,7819179,660,1378,44,522,22440,0.054632147,positive,1,19
14239,Twitter,reel,2022-09-04T21:00:00.000000000,21,Monday,Canada,Comedy,Cooking Tutorial,2,73,#fashion #ootd,3469864,4987,1645,228,0,488726,0.010670579,positive,1,36
14240,Facebook,story,2023-10-18T00:00:00.000000000,0,Sunday,Australia,Fashion,Streetwear Collection 2024,2,176,#outfitideas #trend,4149849,1321,155,150,105,109643,0.014373792,negative,0,35
14241,Instagram,video,2024-09-11T11:00:00.000000000,11,Monday,India,Comedy,Fitness Motivation,2,157,#fitness #motivation,8739635,1907,734,26,893,133490,0.021169967,mixed,1,186
14242,Instagram,video,2023-12-02T23:00:00.000000000,23,Sunday,UK,News,Breaking News,2,151,#fashion #ootd,3032810,3829,1758,215,861,107212,0.045750049,positive,1,121
14243,LinkedIn,story,2022-03-24T07:00:00.000000000,7,Sunday,UK,Comedy,Life Hacks,2,29,#education #learning,2343625,4981,140,224,24,408442,0.012802276,negative,0,33
14244,LinkedIn,carousel,2022-11-03T15:00:00.000000000,15,Wednesday,Japan,Education,Tech Review,2,131,#sports #highlights,2936164,1595,378,56,122,110055,0.01610998,negative,1,16
14245,TikTok,image,2024-02-09T19:00:00.000000000,19,Wednesday,Canada,Music,Tech Review,2,179,#fashion #ootd,6074949,3261,1216,36,184,117396,0.029651524,neutral,1,0
14246,Instagram,live,2022-05-01T19:00:00.000000000,19,Thursday,India,Travel,Luxury Travel Destinations,2,210,#luxurytravel #vacation,4453003,1312,418,41,189,70848,0.021764598,positive,1,21
14247,TikTok,article,2024-09-15T02:00:00.000000000,2,Friday,Germany,Education,Cooking Tutorial,2,217,#travel #explore,298471,2430,830,183,426,111780,0.027187089,positive,1,0
14248,LinkedIn,image,2022-07-20T11:00:00.000000000,11,Wednesday,India,News,Travel Diary,2,95,#education #learning,7272046,762,989,161,286,72390,0.016700971,mixed,0,0
14249,Instagram,image,2023-07-07T00:00:00.000000000,0,Tuesday,UK,Comedy,Cooking Tutorial,2,229,#music #trending,1849463,3494,961,262,280,167712,0.02406492,mixed,1,0
14250,Instagram,video,2022-08-11T22:00:00.000000000,22,Tuesday,Germany,Technology,Top 10 Facts,3,181,#travel #explore,3315084,3345,847,50,192,317775,0.011287825,positive,0,512
14251,Instagram,article,2023-12-01T09:00:00.000000000,9,Thursday,US,Fashion,Streetwear Collection 2024,2,208,#streetwear #style,6709619,1337,758,142,110,53480,0.029711486,neutral,1,0
14252,Twitter,live,2022-04-11T19:00:00.000000000,19,Tuesday,Brazil,News,Behind the Scenes,3,205,#music #trending,2780338,2331,727,35,89,195804,0.012537984,positive,1,24
14253,TikTok,image,2024-08-15T17:00:00.000000000,17,Friday,UK,Music,Funny Moments,2,46,#funny #viral,2707612,156,878,83,290,11076,0.047756613,neutral,1,0
14254,Instagram,live,2022-08-29T03:00:00.000000000,3,Friday,Japan,News,Movie Review,2,271,#fashion #ootd,7573659,3675,1922,418,665,312375,0.015231644,negative,1,25
14255,YouTube,story,2024-01-10T16:00:00.000000000,16,Wednesday,Germany,Music,Tech Review,2,115,#travel #explore,3903314,4906,1766,430,998,461164,0.01373478,mixed,1,19
14256,Facebook,image,2024-01-09T20:00:00.000000000,20,Sunday,Germany,News,Movie Review,2,276,#travel #explore,7090037,920,191,426,754,90160,0.023291667,neutral,1,0
14257,Facebook,poll,2024-02-17T16:00:00.000000000,16,Wednesday,Australia,Health,Mindfulness & Meditation,2,93,#health #wellness,3969142,106,905,456,717,10176,0.125675543,neutral,1,26
14258,TikTok,video,2023-04-14T02:00:00.000000000,2,Saturday,Brazil,Technology,Tech Review,2,115,#fashion #ootd,6694859,4972,1043,519,222,303292,0.018836571,positive,1,160
14259,TikTok,story,2024-01-26T18:00:00.000000000,18,Wednesday,Japan,Education,Movie Review,2,45,#fitness #motivation,7270978,286,1514,171,225,25454,0.026792379,negative,1,32
14260,Facebook,article,2024-05-10T05:00:00.000000000,5,Friday,UK,Music,Breaking News,2,270,#news #update,2868847,2181,1928,179,48,167937,0.014338625,negative,0,0
14261,YouTube,poll,2024-02-02T16:00:00.000000000,16,Thursday,Canada,Travel,Exploring Paris in 3 Days,2,203,#travel #explore,1490074,344,1874,238,211,23736,0.03340776,neutral,1,32
14262,Instagram,article,2024-02-15T18:00:00.000000000,18,Sunday,Germany,Fashion,Casual Style Hacks,2,191,#streetwear #style,2502946,3250,194,53,167,260000,0.013346103,mixed,1,0
14263,Facebook,reel,2023-08-24T21:00:00.000000000,21,Thursday,Germany,Fashion,Streetwear Collection 2024,3,185,#streetwear #style,9285959,3006,752,76,972,117234,0.034580117,mixed,1,30
14264,TikTok,video,2024-09-15T05:00:00.000000000,5,Monday,US,Comedy,Top 10 Facts,3,87,#tech #review,550127,3075,1665,96,993,233700,0.017817639,negative,0,243
14265,Facebook,live,2022-01-04T00:00:00.000000000,0,Thursday,Brazil,News,Daily Vlog,2,124,#news #update,2363742,2293,1746,374,416,199491,0.015454254,mixed,1,47
14266,Facebook,live,2023-05-03T21:00:00.000000000,21,Saturday,UK,Education,Movie Review,2,51,#music #trending,1783655,262,57,118,347,17292,0.042040132,neutral,0,13
14267,YouTube,reel,2022-05-10T15:00:00.000000000,15,Saturday,India,Music,Daily Vlog,2,190,#sports #highlights,9858461,3205,1775,163,145,198710,0.017678941,mixed,0,77
14268,Twitter,poll,2023-01-09T11:00:00.000000000,11,Sunday,US,Comedy,Behind the Scenes,3,88,#fitness #motivation,5538811,4986,1251,215,0,99720,0.052155514,mixed,0,47
14269,TikTok,article,2024-05-06T06:00:00.000000000,6,Thursday,UK,Travel,Backpacking Asia,2,188,#wanderlust #adventure,5181705,1899,1215,221,462,68364,0.037767864,negative,1,0
14270,TikTok,live,2023-05-06T15:00:00.000000000,15,Sunday,Germany,Health,Daily Fitness Routine,3,180,#fitness #lifestyle,1839531,352,1460,94,221,12320,0.054135216,positive,1,22
14271,Instagram,story,2024-08-08T20:00:00.000000000,20,Thursday,Australia,Travel,Luxury Travel Destinations,2,273,#wanderlust #adventure,6879913,226,691,30,80,5198,0.064627813,positive,0,10
14272,Instagram,live,2023-03-09T21:00:00.000000000,21,Sunday,Brazil,Sports,Basketball Training Tips,2,19,#basketball #training,1159742,517,1771,123,32,31537,0.021307629,negative,0,32
14273,TikTok,reel,2024-06-19T06:00:00.000000000,6,Thursday,India,News,Tech Review,2,145,#funny #viral,8592337,4760,241,196,198,342720,0.015038472,neutral,1,38
14274,Twitter,live,2022-11-10T01:00:00.000000000,1,Saturday,Japan,Fashion,Streetwear Collection 2024,2,265,#fashion #ootd,1285399,3620,614,440,688,285980,0.016602502,positive,1,28
14275,Twitter,reel,2022-07-06T19:00:00.000000000,19,Sunday,Germany,Comedy,Top 10 Facts,3,148,#travel #explore,1782900,571,1088,141,81,56529,0.01402795,mixed,1,89
14276,TikTok,poll,2024-08-14T23:00:00.000000000,23,Saturday,Japan,Travel,Backpacking Asia,3,103,#luxurytravel #vacation,8815238,2797,1909,4,737,125865,0.028109259,positive,1,46
14277,Twitter,article,2023-10-16T08:00:00.000000000,8,Wednesday,UK,Sports,Cricket World Cup Updates,3,287,#basketball #training,2041954,1255,269,84,268,124245,0.012934018,negative,1,0
14278,LinkedIn,reel,2024-07-05T08:00:00.000000000,8,Friday,UK,News,Daily Vlog,2,287,#sports #highlights,1033555,111,324,51,481,6993,0.091935945,negative,1,26
14279,Instagram,story,2022-06-20T00:00:00.000000000,0,Saturday,India,Gaming,Epic Gaming Moments,2,257,#vr #gamingcommunity,6751899,674,390,159,268,16850,0.065337369,neutral,0,36
14280,TikTok,reel,2024-09-09T02:00:00.000000000,2,Friday,Australia,Sports,Olympics Moments,2,197,#basketball #training,9931196,563,1219,153,749,52359,0.027979374,mixed,1,72
14281,Twitter,article,2022-04-11T11:00:00.000000000,11,Saturday,UK,Travel,Exploring Paris in 3 Days,3,125,#luxurytravel #vacation,1567239,4570,1038,369,27,447860,0.011088262,negative,0,0
14282,Instagram,live,2023-02-21T22:00:00.000000000,22,Tuesday,Japan,Travel,Backpacking Asia,2,183,#travel #explore,470706,1930,277,24,895,44390,0.064179676,neutral,1,11
14283,LinkedIn,live,2023-09-08T08:00:00.000000000,8,Monday,US,Education,Fitness Motivation,2,155,#fashion #ootd,5552912,3987,622,408,443,247194,0.019571593,positive,1,10
14284,YouTube,carousel,2023-07-11T11:00:00.000000000,11,Saturday,India,News,Travel Diary,2,68,#tech #review,5049427,2293,24,139,0,167389,0.014528944,positive,1,14
14285,Instagram,reel,2023-12-06T18:00:00.000000000,18,Saturday,Canada,Comedy,Cooking Tutorial,2,41,#sports #highlights,2268590,649,1306,170,326,56463,0.020278407,positive,0,69
14286,Twitter,poll,2024-12-18T00:00:00.000000000,0,Thursday,US,Technology,Movie Review,2,23,#funny #viral,4958235,3934,662,414,450,149492,0.032095148,negative,1,37
14287,LinkedIn,story,2023-12-06T13:00:00.000000000,13,Thursday,Brazil,Comedy,Exploring New Trends,3,100,#tech #review,2662045,245,88,109,366,5145,0.139914497,positive,1,41
14288,Instagram,video,2024-07-20T07:00:00.000000000,7,Friday,Germany,Travel,Exploring Paris in 3 Days,2,19,#luxurytravel #vacation,9658033,442,660,131,354,26078,0.035545841,negative,1,342
14289,TikTok,poll,2023-02-11T01:00:00.000000000,1,Saturday,Japan,Education,Daily Vlog,2,233,#funny #viral,276705,665,462,34,501,16625,0.07217611,neutral,1,35
14290,Instagram,image,2023-02-04T00:00:00.000000000,0,Thursday,Brazil,Travel,Backpacking Asia,2,244,#backpacking #travelgram,4757343,338,699,172,197,29406,0.024041895,negative,1,0
14291,Twitter,article,2022-08-03T00:00:00.000000000,0,Friday,UK,Technology,Daily Vlog,2,216,#news #update,2798760,3311,536,31,189,205282,0.017200645,mixed,1,0
14292,Twitter,video,2024-03-10T19:00:00.000000000,19,Sunday,Germany,Music,Cooking Tutorial,2,36,#music #trending,2517960,283,1945,245,201,24338,0.029951929,neutral,0,519
14293,LinkedIn,carousel,2023-07-19T11:00:00.000000000,11,Tuesday,Australia,Education,Daily Vlog,2,238,#travel #explore,732017,498,1345,319,837,15936,0.103783648,neutral,1,21
14294,Instagram,image,2024-10-28T03:00:00.000000000,3,Tuesday,Brazil,Technology,Exploring New Trends,3,122,#fashion #ootd,4291386,0,633,296,906,0,1202.0,positive,1,0
14295,Facebook,live,2022-01-04T00:00:00.000000000,0,Thursday,Canada,Comedy,Daily Vlog,2,136,#sports #highlights,4138305,2293,1746,374,416,199491,0.015454254,mixed,1,41
14296,Twitter,article,2024-03-05T21:00:00.000000000,21,Tuesday,UK,News,Life Hacks,2,170,#education #learning,5364666,2121,330,456,614,133623,0.023880441,positive,1,0
14297,LinkedIn,article,2023-11-22T02:00:00.000000000,2,Tuesday,UK,Travel,Luxury Travel Destinations,2,96,#backpacking #travelgram,905656,5001,441,418,700,350070,0.017479311,positive,1,0
14298,Facebook,carousel,2022-05-28T11:00:00.000000000,11,Tuesday,US,Travel,Backpacking Asia,2,245,#luxurytravel #vacation,4782703,3437,1001,252,629,295582,0.014608418,neutral,1,15
14299,Facebook,reel,2023-06-19T06:00:00.000000000,6,Thursday,UK,Travel,Exploring Paris in 3 Days,2,262,#luxurytravel #vacation,3209701,4836,704,337,975,328848,0.018695511,negative,1,33
14300,TikTok,reel,2024-02-26T07:00:00.000000000,7,Tuesday,US,Travel,Luxury Travel Destinations,2,267,#backpacking #travelgram,3591885,4570,504,375,19,201080,0.024686569,negative,1,17
14301,Facebook,image,2022-05-13T02:00:00.000000000,2,Friday,UK,Travel,Luxury Travel Destinations,2,57,#backpacking #travelgram,467035,4916,999,513,69,162228,0.033890365,neutral,0,0
14302,Twitter,live,2024-07-29T13:00:00.000000000,13,Thursday,UK,Music,Fitness Motivation,2,121,#fashion #ootd,210461,3476,1594,253,650,72996,0.059988767,neutral,1,45
14303,Twitter,carousel,2024-12-09T23:00:00.000000000,23,Monday,Germany,Fashion,Streetwear Collection 2024,2,218,#fashion #ootd,4472141,1941,127,46,889,69876,0.041158035,neutral,0,16
14304,YouTube,carousel,2022-05-30T16:00:00.000000000,16,Sunday,UK,Travel,Backpacking Asia,2,142,#backpacking #travelgram,319404,3968,1829,392,457,281728,0.017097991,negative,0,6
14305,Instagram,carousel,2024-08-15T18:00:00.000000000,18,Friday,Brazil,Fashion,Best Evening Dresses,2,35,#casualstyle #fashionblog,9478109,3942,1976,333,343,307476,0.01501901,mixed,1,28
14306,Twitter,poll,2022-07-27T21:00:00.000000000,21,Wednesday,Canada,Gaming,Top 10 PC Games 2024,3,39,#vr #gamingcommunity,8744078,5005,92,404,703,415415,0.014712962,mixed,1,43
14307,Twitter,carousel,2022-01-29T20:00:00.000000000,20,Wednesday,India,Music,Breaking News,2,56,#education #learning,7597092,4691,1712,202,792,234550,0.024237799,positive,1,27
14308,Instagram,story,2022-08-20T12:00:00.000000000,12,Thursday,Japan,Fashion,Casual Style Hacks,3,115,#streetwear #style,6433648,4926,626,254,741,413784,0.014309364,mixed,0,23
14309,Twitter,article,2022-11-03T23:00:00.000000000,23,Saturday,Brazil,Education,Daily Vlog,2,225,#funny #viral,7981793,512,1380,467,682,22016,0.075441704,neutral,1,0
14310,Facebook,video,2024-09-05T11:00:00.000000000,11,Wednesday,India,Music,Life Hacks,2,21,#education #learning,8960501,2394,1464,156,35,158004,0.016360242,negative,1,323
14311,Facebook,carousel,2024-05-14T15:00:00.000000000,15,Thursday,Japan,Education,Breaking News,2,68,#tech #review,5015781,5012,1996,248,706,446068,0.013374612,neutral,1,19
14312,Facebook,story,2023-10-29T15:00:00.000000000,15,Tuesday,Canada,Sports,Olympics Moments,2,16,#basketball #training,5168864,2949,1876,15,758,176940,0.02103526,neutral,1,11
14313,TikTok,video,2023-12-22T22:00:00.000000000,22,Tuesday,Australia,Comedy,Behind the Scenes,3,234,#music #trending,8793878,599,1926,14,503,20965,0.053229037,positive,1,230
14314,YouTube,carousel,2022-10-04T07:00:00.000000000,7,Wednesday,Germany,Education,Travel Diary,2,250,#education #learning,5374493,1637,532,200,288,88398,0.024038733,positive,1,12
14315,YouTube,video,2023-09-06T03:00:00.000000000,3,Thursday,Japan,News,Exploring New Trends,3,253,#fashion #ootd,7331109,1995,1274,37,459,89775,0.027746837,negative,0,273
14316,Twitter,story,2023-06-07T02:00:00.000000000,2,Wednesday,Germany,News,Fitness Motivation,2,268,#news #update,2790514,3636,264,103,82,76356,0.050041254,negative,1,28
14317,Twitter,reel,2022-12-13T19:00:00.000000000,19,Friday,Canada,Travel,Luxury Travel Destinations,2,222,#wanderlust #adventure,5417994,3673,400,242,852,146920,0.032446008,positive,1,78
14318,Twitter,image,2024-12-05T09:00:00.000000000,9,Wednesday,US,Gaming,Beginner’s Guide to eSports,2,153,#pcgames #gamerlife,9641721,3472,1670,255,300,76384,0.052719775,positive,0,0
14319,YouTube,story,2024-06-01T07:00:00.000000000,7,Wednesday,UK,Comedy,Exploring New Trends,3,118,#tech #review,6167165,2659,519,34,391,103701,0.02973906,positive,1,55
14320,TikTok,article,2024-04-28T06:00:00.000000000,6,Monday,Japan,Education,Fitness Motivation,2,215,#fashion #ootd,5350686,4739,1912,43,1013,426510,0.013586988,positive,1,0
14321,Facebook,story,2024-02-13T00:00:00.000000000,0,Sunday,Brazil,Sports,Basketball Training Tips,2,210,#olympics #sports,8618290,4909,1401,449,735,157088,0.03878693,neutral,0,19
14322,YouTube,live,2022-02-02T02:00:00.000000000,2,Tuesday,Australia,News,Cooking Tutorial,2,142,#sports #highlights,71476,4829,1681,136,498,357346,0.015287662,negative,0,38
14323,Facebook,story,2023-12-18T03:00:00.000000000,3,Friday,Canada,Fashion,Best Evening Dresses,2,197,#streetwear #style,1882361,4216,800,378,800,358360,0.015051861,positive,0,52
14324,Instagram,poll,2023-03-29T05:00:00.000000000,5,Monday,US,Comedy,Movie Review,2,19,#education #learning,2662553,2685,1535,30,406,161100,0.01937294,mixed,1,6
14325,LinkedIn,story,2024-05-15T18:00:00.000000000,18,Tuesday,Brazil,Comedy,Daily Vlog,2,40,#news #update,6663709,2441,226,159,41,161106,0.016392832,positive,1,30
14326,TikTok,story,2024-07-12T11:00:00.000000000,11,Tuesday,Brazil,Comedy,Travel Diary,2,261,#fitness #motivation,6285897,964,518,114,458,84832,0.018106162,negative,1,35
14327,Twitter,poll,2023-10-26T17:00:00.000000000,17,Wednesday,Brazil,Comedy,Movie Review,2,249,#tech #review,9191031,0,237,85,427,0,512.0,neutral,0,34
14328,YouTube,image,2023-08-23T08:00:00.000000000,8,Friday,Canada,Fashion,Summer Outfit Trends,2,71,#outfitideas #trend,5742412,205,1309,55,81,16195,0.021054581,neutral,0,0
14329,Facebook,video,2022-03-06T21:00:00.000000000,21,Tuesday,Australia,Music,Top 10 Facts,3,156,#tech #review,5987431,1978,1518,19,892,158240,0.018256962,neutral,1,339
14330,Twitter,story,2024-11-20T22:00:00.000000000,22,Monday,Canada,Music,Daily Vlog,2,270,#funny #viral,6301350,2274,1716,125,705,175098,0.017727114,negative,0,26
14331,LinkedIn,poll,2024-02-02T01:00:00.000000000,1,Thursday,Canada,Education,Breaking News,2,189,#education #learning,7456021,3965,496,303,312,134810,0.033973489,negative,1,57
14332,Twitter,live,2023-03-07T08:00:00.000000000,8,Sunday,India,Music,Exploring New Trends,3,215,#news #update,9641902,532,1490,327,300,35112,0.033007718,positive,0,9
14333,Twitter,reel,2022-09-29T04:00:00.000000000,4,Monday,US,Technology,Travel Diary,2,228,#fitness #motivation,1229836,847,1079,133,489,44891,0.03272298,negative,0,17
14334,TikTok,carousel,2024-03-13T09:00:00.000000000,9,Monday,Japan,Fashion,Casual Style Hacks,2,65,#streetwear #style,8840933,4687,1205,211,211,365586,0.013974786,positive,1,23
14335,LinkedIn,story,2022-03-24T05:00:00.000000000,5,Saturday,India,Comedy,Exploring New Trends,3,28,#music #trending,3684618,527,1039,149,746,10540,0.134901812,neutral,1,31
14336,TikTok,reel,2024-01-10T01:00:00.000000000,1,Tuesday,Brazil,Technology,Fitness Motivation,2,281,#fashion #ootd,5254406,335,1025,110,435,28140,0.031271099,negative,0,14
14337,TikTok,article,2023-10-30T21:00:00.000000000,21,Monday,UK,Gaming,Top 10 PC Games 2024,2,233,#gaming #esports,4709415,2798,1294,189,363,204254,0.016401067,mixed,1,0
14338,Instagram,video,2024-03-26T00:00:00.000000000,0,Saturday,Canada,Comedy,Behind the Scenes,3,248,#fitness #motivation,2983261,2258,1262,149,10,121932,0.019822361,negative,1,420
14339,Instagram,live,2023-12-25T08:00:00.000000000,8,Friday,Japan,Comedy,Funny Moments,2,153,#travel #explore,5284137,3457,257,157,742,228162,0.019091614,positive,1,9
14340,Instagram,reel,2023-01-17T21:00:00.000000000,21,Wednesday,US,News,Cooking Tutorial,2,206,#travel #explore,8964528,3892,119,399,432,264656,0.01784574,negative,1,62
14341,TikTok,reel,2023-10-17T14:00:00.000000000,14,Thursday,Brazil,Education,Travel Diary,2,59,#fashion #ootd,5977371,2687,1209,33,391,102106,0.030468038,mixed,1,76
14342,Facebook,poll,2023-07-27T16:00:00.000000000,16,Tuesday,UK,Health,10 Tips for a Healthier Life,2,240,#fitness #lifestyle,9241302,572,1563,150,59,38324,0.020378343,negative,1,26
14343,Facebook,image,2022-01-02T12:00:00.000000000,12,Tuesday,Germany,Gaming,Epic Gaming Moments,3,151,#gamers #play,273662,4973,993,242,732,323245,0.018397753,positive,1,0
14344,YouTube,video,2022-06-18T18:00:00.000000000,18,Tuesday,Japan,Music,Cooking Tutorial,2,77,#travel #explore,5609089,3662,1969,212,864,142818,0.033174858,mixed,1,506
14345,LinkedIn,video,2022-04-23T13:00:00.000000000,13,Thursday,Japan,Travel,Top Beaches to Visit,3,225,#luxurytravel #vacation,2039807,1947,243,29,883,46728,0.061182563,mixed,1,515
14346,YouTube,article,2023-12-07T19:00:00.000000000,19,Monday,Japan,Education,Cooking Tutorial,2,34,#fitness #motivation,5689992,5042,1835,483,52,357982,0.015578952,mixed,0,0
14347,TikTok,story,2022-08-03T13:00:00.000000000,13,Saturday,Germany,Gaming,Beginner’s Guide to eSports,3,270,#gamers #play,2974988,474,1632,485,665,40764,0.039838096,neutral,1,10
14348,YouTube,live,2023-01-10T18:00:00.000000000,18,Tuesday,Germany,Gaming,Top 10 PC Games 2024,2,137,#pcgames #gamerlife,5697578,4040,1610,319,346,149480,0.031475572,positive,0,49
14349,LinkedIn,reel,2023-01-12T14:00:00.000000000,14,Sunday,UK,Travel,Top Beaches to Visit,2,153,#travel #explore,5335805,1411,1267,31,104,118524,0.013043662,neutral,1,41
14350,Facebook,live,2023-12-28T17:00:00.000000000,17,Thursday,Japan,Comedy,Funny Moments,2,86,#education #learning,3154059,3497,1143,202,257,325221,0.012163999,positive,1,52
14351,TikTok,live,2024-04-20T07:00:00.000000000,7,Friday,Japan,Sports,Basketball Training Tips,2,91,#basketball #training,9995084,4926,101,160,788,354672,0.016561734,positive,0,53
14352,Facebook,reel,2023-11-08T12:00:00.000000000,12,Tuesday,Canada,Sports,Cricket World Cup Updates,2,232,#basketball #training,677031,3939,633,300,311,122109,0.037261486,positive,1,10
14353,Twitter,poll,2023-08-02T01:00:00.000000000,1,Sunday,Australia,Gaming,Top 10 PC Games 2024,3,215,#gamers #play,8243651,1457,1802,51,69,122388,0.012885145,positive,0,41
14354,LinkedIn,reel,2023-01-30T22:00:00.000000000,22,Wednesday,US,Gaming,Top 10 PC Games 2024,2,27,#vr #gamingcommunity,8304663,4384,660,369,828,219200,0.02546065,positive,1,14
14355,LinkedIn,reel,2022-11-13T09:00:00.000000000,9,Tuesday,India,Health,Daily Fitness Routine,2,215,#mindfulness #meditation,3148639,1925,508,29,466,173250,0.013968173,neutral,1,38
14356,Facebook,reel,2023-04-19T08:00:00.000000000,8,Wednesday,Canada,News,Funny Moments,2,82,#fitness #motivation,8774366,4010,1359,300,349,340850,0.013668729,mixed,1,77
14357,YouTube,live,2024-07-13T19:00:00.000000000,19,Sunday,Canada,Education,Life Hacks,2,70,#tech #review,7800801,4868,250,262,743,160644,0.036558872,negative,1,48
